42.470500, 1250000, m, master
42.389500, 1228069, m, slave
4024.346800, 12500000, m, master
4024.470800, 12500000, m, slave
0.332800, 6250, m, master
0.363100, 6250, m, slave
2945.585800, 6250000, m, master
2945.126100, 6250000, m, slave
9048.959900, 20809776, m, slave
5.128100, 125000, m, master
5.310800, 125000, m, slave
924.663000, 625000, m, master
953.858900, 616792, m, slave
0.078000, 125, m, master
0.083800, 125, m, slave
0.443200, 12500, m, master
0.612600, 12500, m, slave
0.388200, 625, m, slave
0.170700, 625, m, master
0.054400, 1250, m, master
21.104300, 1250, m, slave
2.926600, 62500, m, slave
3.126500, 62500, m, master
