20.045300, 1250000, f, master
21.069700, 1250000, f, slave
1988.962400, 12500000, f, master
1990.699200, 12500000, f, slave
0.315200, 6250, f, master
0.250000, 6250, f, slave
990.606900, 6250000, f, master
992.297300, 6250000, f, slave
7072.826200, 62500000, f, master
7073.041300, 62500000, f, slave
2.629600, 125000, f, master
2.915100, 125000, f, slave
908.391500, 625000, f, master
908.797300, 625000, f, slave
0.097000, 125, f, slave
0.109400, 125, f, master
0.310800, 12500, f, slave
0.372700, 12500, f, master
14061.221000, 125000000, f, master
14065.985100, 125000000, f, slave
0.087900, 625, f, master
0.105900, 625, f, slave
0.114800, 1250, f, slave
0.115000, 1250, f, master
1.645600, 62500, f, slave
1.538200, 62500, f, master
94949.518700, 625000000, f, master
94962.712600, 625000000, f, slave
