925.891000, 1250000, f ,master
926.179100, 1250000, f ,slave
3028.062300, 12500000, f ,master
3028.214000, 12500000, f ,slave
0.135900, 6250, f ,master
0.177400, 6250, f ,slave
1051.204800, 6250000, f ,slave
1051.450800, 6250000, f ,master
13920.804000, 62500000, f ,master
13920.999400, 62500000, f ,slave
24.343600, 125000, f ,master
24.739900, 125000, f ,slave
30.697500, 625000, f ,master
30.887200, 625000, f ,slave
0.113700, 125, f ,master
0.141100, 125, f ,slave
0.423100, 12500, f ,slave
0.567100, 12500, f ,master
25960.513900, 125000000, f ,master
25981.242700, 125000000, f ,slave
0.035300, 625, f ,master
0.204500, 625, f ,slave
0.035600, 1250, f ,master
0.233800, 1250, f ,slave
21.702000, 62500, f ,master
21.956500, 62500, f ,slave
188912.739900, 625000000, f ,master
188913.816200, 625000000, f ,slave
