25.839400, 1250000, f ,master
26.984500, 1250000, f ,slave
2991.519500, 12500000, f ,master
2991.701800, 12500000, f ,slave
0.162700, 6250, f ,master
0.225900, 6250, f ,slave
2993.747500, 6250000, f ,master
2993.765000, 6250000, f ,slave
14997.864600, 62500000, f ,master
14998.899100, 62500000, f ,slave
5.445000, 125000, f ,master
5.522300, 125000, f ,slave
15.429900, 625000, f ,master
15.113000, 625000, f ,slave
0.154600, 125, f ,master
0.113200, 125, f ,slave
0.643500, 12500, f ,master
0.335500, 12500, f ,slave
24989.251600, 125000000, f ,master
24989.173500, 125000000, f ,slave
0.109000, 625, f ,slave
0.156800, 625, f ,master
0.143500, 1250, f ,master
0.146800, 1250, f ,slave
0.952500, 62500, f ,master
921.953200, 62500, f ,slave
204075.493900, 625000000, f ,master
204075.967100, 625000000, f ,slave
