11.402500, 1250000, m
17.339700, 1250000, m
1055.679900, 12500000, m
1963.061100, 12500000, m
0.062400, 6250, m
0.196100, 6250, m
971.642400, 6250000, m
978.227700, 6250000, m
9997.263200, 62500000, m
10006.216200, 62500000, m
1.863700, 125000, m
4.323300, 125000, m
18.874500, 625000, m
22.126500, 625000, m
0.023600, 125, m
0.207000, 125, m
0.113200, 12500, m
0.389000, 12500, m
19023.872900, 125000000, m
19037.018200, 125000000, m
0.607700, 625, m
0.645000, 625, m
0.156000, 1250, m
0.280200, 1250, m
0.588400, 62500, m
1.047100, 62500, m
17040.437700, 625000000, m
17045.885200, 88129088, m
