11.569300, 1250000, m
18.190700, 1250000, m
1999.162600, 12500000, m
2006.960600, 12500000, m
3.185000, 6250, m
3.295400, 6250, m
71.654600, 6250000, m
80.605400, 6250000, m
10924.828400, 62500000, m
10930.316400, 62500000, m
1.315500, 125000, m
3.340100, 125000, m
3.291300, 625000, m
10.700100, 625000, m
0.487000, 125, m
0.065600, 125, m
0.589300, 12500, m
0.251200, 12500, m
18972.861300, 125000000, m
18978.146300, 125000000, m
0.545700, 625, m
0.535600, 625, m
0.258600, 1250, m
0.302100, 1250, m
0.850300, 62500, m
1.108100, 62500, m
16009.164400, 625000000, m
16012.266000, 88129088, m
