12.420300, 1250000, m, master
18.913800, 1250000, m, slave
1964.148500, 12500000, m, master
1969.837400, 12500000, m, slave
0.336700, 6250, m, master
0.349200, 6250, m, slave
987.957200, 6250000, m, master
995.976800, 6250000, m, slave
8950.253500, 62500000, m, master
8955.582400, 62500000, m, slave
1.331800, 125000, m, master
2.064600, 125000, m, slave
5.549000, 625000, m, master
7.378200, 625000, m, slave
0.096600, 125, m, master
0.143200, 125, m, slave
0.197300, 12500, m, master
0.493200, 12500, m, slave
17925.753700, 125000000, m, master
17936.912300, 125000000, m, slave
1.200000, 625, m, master
0.129100, 625, m, slave
0.031100, 1250, m, master
0.142300, 1250, m, slave
0.749900, 62500, m, master
1.268200, 62500, m, slave
15926.111000, 625000000, m, master
15932.353600, 88129088, m, slave
